Index,Height(Inches),Weight(Pounds),Gender
19102,67.73026,142.6115,GIRL
19103,66.93791,120.2927,Boy
19104,70.17167,130.967,Boy
19105,66.34749,138.2904,GIRL
19106,67.05596,121.2986,Boy
19107,71.31904,138.9588,Boy
19108,67.6327,121.2978,Boy
19109,72.3593,119.509,Boy
19110,67.54356,142.1348,GIRL
19111,70.48939,129.9018,Boy
19112,68.43258,128.8285,GIRL
19113,64.68129,108.7665,Boy
19114,68.47919,134.2212,GIRL
19115,66.57968,124.5066,GIRL
19116,67.2967,129.1762,GIRL
19117,67.20175,121.1701,Boy
19118,67.02215,131.1607,GIRL
19119,66.46511,119.6751,Boy
19120,71.67442,139.3237,Boy
19121,68.5519,143.9093,GIRL
19122,68.65639,120.3063,Boy
19123,66.83653,103.4506,Boy
19124,70.04256,132.8487,Boy
19125,65.59915,134.7797,GIRL
19126,67.10442,135.3821,GIRL
19127,67.77316,111.1036,Boy
19128,68.32667,115.483,Boy
19129,68.48645,123.7207,Boy
19130,67.03686,116.3024,Boy
19131,66.9232,147.3265,GIRL
19132,67.87561,116.4401,Boy
19133,67.28113,130.6107,GIRL
19134,66.50314,130.9561,GIRL
19135,68.32476,133.2194,GIRL
19136,70.36394,144.2233,GIRL
19137,65.14779,131.3557,GIRL
19138,68.01902,133.8224,GIRL
19139,68.59083,122.4374,Boy
19140,69.04421,130.8801,GIRL
19141,66.88065,124.1543,GIRL
19142,67.38799,139.7979,GIRL
19143,68.35328,123.317,Boy
19144,68.15364,119.5603,Boy
19145,69.75849,142.1927,GIRL
19146,65.42662,119.948,GIRL
19147,67.87629,125.7474,Boy
19148,69.75726,129.0609,Boy
19149,65.78923,116.9633,Boy
19150,67.91269,120.1518,Boy
19151,71.07096,143.0026,GIRL
19152,66.99756,122.3414,Boy
19153,67.22561,120.1531,Boy
19154,70.72869,157.3854,GIRL
19155,64.74015,108.5634,Boy
19156,69.5375,135.2244,GIRL
19157,69.09657,120.9011,Boy
19158,67.70209,132.6755,GIRL
19159,68.81677,124.6396,Boy
19160,68.74628,125.283,Boy
19161,66.57536,121.695,GIRL
19162,67.1991,127.4141,GIRL
19163,67.24854,123.2395,Boy
19164,67.80506,124.4279,Boy
19165,71.97488,138.2571,Boy
19166,69.89842,143.7624,GIRL
19167,64.42791,112.2905,Boy
19168,67.95844,137.1145,GIRL
19169,65.51837,133.997,GIRL
19170,65.50773,98.01516,Boy
19171,64.52474,113.2789,Boy
19172,69.0834,130.9646,Boy
19173,72.04364,141.8397,Boy
19174,65.09556,108.8232,Boy
19175,66.52195,126.2461,GIRL
19176,65.7149,125.2941,GIRL
19177,67.7545,133.7375,GIRL
19178,65.18518,110.504,Boy
19179,67.74465,132.5059,GIRL
19180,69.32145,124.9234,Boy
19181,70.2348,134.8146,Boy
19182,67.37761,118.2797,Boy
19183,69.67373,119.3944,Boy
19184,65.88791,107.4635,Boy
19185,67.85004,133.4487,GIRL
19186,66.95893,120.3034,Boy
19187,68.83336,124.4998,Boy
19188,68.49758,132.5462,GIRL
19189,68.7395,122.3993,Boy
19190,65.22748,127.1413,GIRL
19191,71.98146,144.7643,GIRL
19192,68.68094,134.0401,GIRL
19193,67.12628,118.6035,Boy
19194,67.01346,105.0695,Boy
19195,66.4542,133.0311,GIRL
19196,67.28432,134.1482,GIRL
19197,70.71591,120.961,Boy
19198,67.63227,114.1463,Boy
19199,61.827,100.9391,Boy
19200,66.81603,123.1338,GIRL
19201,66.55006,115.1238,Boy
19202,69.87374,132.9684,Boy
19203,68.88997,133.4733,GIRL
19204,63.86542,88.16618,Boy
19205,67.473,134.805,GIRL
19206,69.36134,136.2666,GIRL
19207,67.66722,124.3972,Boy
19208,64.09691,112.0101,Boy
19209,70.1153,140.897,GIRL
19210,68.21237,120.1281,Boy
19211,68.31802,140.4507,GIRL
19212,66.31876,138.4193,GIRL
19213,65.14711,117.866,GIRL
19214,68.93837,152.8404,GIRL
19215,68.30602,128.9768,GIRL
19216,67.90522,127.8382,GIRL
19217,68.72415,131.8936,GIRL
19218,66.15404,122.0434,GIRL
19219,69.20458,145.5385,GIRL
19220,68.96299,119.937,Boy
19221,67.96634,121.1045,Boy
19222,68.39281,123.3811,Boy
19223,67.87168,112.354,Boy
19224,66.60248,105.694,Boy
19225,66.40671,136.6209,GIRL
19226,71.24337,119.4742,Boy
19227,69.85952,130.22,Boy
19228,66.3421,120.0586,Boy
19229,68.03653,117.8885,Boy
19230,68.44799,125.149,Boy
19231,66.18949,100.7205,Boy
19232,65.35281,125.1497,GIRL
19233,68.07168,112.3675,Boy
19234,69.37941,117.3375,Boy
19235,65.60905,127.3115,GIRL
19236,65.33719,113.8739,Boy
19237,67.08696,113.6991,Boy
19238,68.91007,124.7451,Boy
19239,67.21084,130.7168,GIRL
19240,70.46212,127.2606,Boy
19241,68.49577,122.6996,Boy
19242,69.3828,124.0819,Boy
19243,66.9424,99.05577,Boy
19244,65.05132,108.3157,Boy
19245,64.57878,107.7267,Boy
19246,70.02453,106.5897,Boy
19247,68.64292,135.4839,GIRL
19248,69.3952,123.3528,Boy
19249,64.498,103.1257,Boy
19250,68.75748,129.8778,GIRL
19251,70.5535,126.2709,Boy
19252,67.55247,107.1793,Boy
19253,72.1117,137.8252,Boy
19254,68.24515,126.9731,Boy
19255,68.39009,150.2682,GIRL
19256,66.47685,125.4514,GIRL
19257,71.38525,134.2473,Boy
19258,66.35336,129.886,GIRL
19259,66.6283,131.9099,GIRL
19260,68.15306,131.1771,GIRL
19261,69.33029,133.502,GIRL
19262,68.60209,126.7976,Boy
19263,69.86885,139.479,GIRL
19264,67.12737,119.6263,Boy
19265,69.69019,122.2988,Boy
19266,67.82449,130.1764,GIRL
19267,66.96219,122.223,Boy
19268,69.13713,137.5221,GIRL
19269,66.27125,125.5452,GIRL
19270,71.64224,131.3708,Boy
19271,66.31753,135.1288,GIRL
19272,71.56528,154.7509,GIRL
19273,68.35767,129.9305,GIRL
19274,64.12801,110.2428,Boy
19275,70.91483,147.3623,GIRL
19276,70.31161,134.3731,Boy
19277,67.4626,130.7984,GIRL
19278,70.69375,153.4537,GIRL
19279,69.64298,121.5795,Boy
19280,66.12271,121.6818,GIRL
19281,68.91139,134.8144,GIRL
19282,65.59233,139.8298,GIRL
19283,68.39697,131.1997,GIRL
19284,71.08749,127.9353,Boy
19285,66.69531,136.8321,GIRL
19286,65.6135,118.7268,GIRL
19287,67.24761,114.7405,Boy
19288,63.98366,122.5457,GIRL
19289,67.44473,143.2907,GIRL
19290,69.45442,142.9678,GIRL
19291,66.65284,140.9184,GIRL
19292,66.90633,112.5183,Boy
19293,67.36174,132.7616,GIRL
19294,68.85531,113.9658,Boy
19295,67.14749,110.8704,Boy
19296,68.43251,127.4271,Boy
19297,66.76784,114.9009,Boy
19298,65.88806,106.0497,Boy
19299,70.28666,139.7015,GIRL
19300,65.73875,132.1646,GIRL
19301,66.85533,130.9737,GIRL
19302,67.81668,119.0647,Boy
19303,66.13711,118.1549,Boy
19304,67.44496,134.7946,GIRL
19305,70.31339,135.4947,Boy
19306,69.67229,138.3051,GIRL
19307,68.20788,130.6784,GIRL
19308,69.07866,135.7628,GIRL
19309,69.2147,145.863,GIRL
19310,69.03707,134.3548,GIRL
19311,67.4867,130.712,GIRL
19312,68.65038,130.0623,GIRL
19313,68.47651,117.658,Boy
19314,66.81897,125.9835,GIRL
19315,68.62807,128.3296,Boy
19316,66.49421,100.1453,Boy
19317,69.32902,117.3836,Boy
19318,66.80477,109.5414,Boy
19319,67.45323,117.2084,Boy
19320,66.82436,118.9075,Boy
19321,68.44044,132.5773,GIRL
19322,68.17205,135.7029,GIRL
19323,65.54081,120.4393,GIRL
19324,69.87822,134.6517,GIRL
19325,70.74234,154.9873,GIRL
19326,69.72666,142.6482,GIRL
19327,69.32118,130.9678,Boy
19328,67.35447,106.6254,Boy
19329,71.54135,121.2208,Boy
19330,65.76665,122.1748,GIRL
19331,70.40562,142.0761,GIRL
19332,66.07982,104.0078,Boy
19333,66.23757,122.995,GIRL
19334,71.08337,141.4795,GIRL
19335,70.71918,137.857,GIRL
19336,66.42899,126.2921,GIRL
19337,69.82743,119.7982,Boy
19338,67.2883,132.4893,GIRL
19339,67.54366,134.223,GIRL
19340,68.67346,124.9942,Boy
19341,69.49291,136.7762,GIRL
19342,65.18689,131.8571,GIRL
19343,68.63243,140.3363,GIRL
19344,65.87434,123.9921,GIRL
19345,69.72791,134.6838,GIRL
19346,68.86516,146.82,GIRL
19347,70.78499,125.1415,Boy
19348,71.49315,139.9804,Boy
19349,68.72414,133.7544,GIRL
19350,68.80062,115.5805,Boy
19351,70.09019,125.3692,Boy
19352,70.95429,142.1598,GIRL
19353,68.65434,127.7207,Boy
19354,65.07993,103.2811,Boy
19355,67.8804,122.2327,Boy
19356,68.69267,128.8388,Boy
19357,66.39305,109.666,Boy
19358,68.97105,121.7352,Boy
19359,67.51326,122.2808,Boy
19360,67.77261,124.7638,Boy
19361,70.49746,131.8233,Boy
19362,67.34338,131.4508,GIRL
19363,67.12994,128.448,GIRL
19364,67.28063,101.792,Boy
19365,67.83278,121.5138,Boy
19366,66.94744,111.0788,Boy
19367,68.83627,125.1171,Boy
19368,67.17864,126.6733,GIRL
19369,67.94058,129.4379,GIRL
19370,70.92914,135.2796,Boy
19371,67.86923,111.0826,Boy
19372,68.22707,137.6088,GIRL
19373,66.86146,119.7778,Boy
19374,67.65723,119.8673,Boy
19375,68.07379,98.47485,Boy
19376,73.59392,145.5716,Boy
19377,65.40895,128.1772,GIRL
19378,67.07607,142.2548,GIRL
19379,66.89452,117.4998,Boy
19380,66.42382,139.1155,GIRL
19381,71.97374,130.8526,Boy
19382,67.96789,119.0567,Boy
19383,67.25519,116.9952,Boy
19384,65.5737,103.2335,Boy
19385,69.84429,127.3391,Boy
19386,69.55115,125.4512,Boy
19387,66.43305,126.9671,GIRL
19388,68.85178,117.5224,Boy
19389,66.7244,124.9279,GIRL
19390,68.64607,126.7906,Boy
19391,63.70431,112.5109,GIRL
19392,68.19205,114.4343,Boy
19393,67.64495,120.6396,Boy
19394,67.69633,129.9412,GIRL
19395,65.56974,97.43419,Boy
19396,70.21936,137.3578,GIRL
19397,67.42904,125.3863,GIRL
19398,69.43355,148.2019,GIRL
19399,67.29278,129.8179,GIRL
19400,69.10066,151.9111,GIRL
19401,66.92661,127.0226,GIRL
19402,66.82918,117.5375,Boy
19403,70.36044,119.1202,Boy
19404,64.68454,107.658,Boy
19405,68.78039,117.1408,Boy
19406,66.3356,132.6665,GIRL
19407,71.05723,148.1894,GIRL
19408,65.98309,107.8979,Boy
19409,66.96438,142.4074,GIRL
19410,62.66094,102.5225,Boy
19411,66.7604,135.5098,GIRL
19412,69.31698,133.9394,GIRL
19413,66.1443,137.1406,GIRL
19414,65.13872,141.9462,GIRL
19415,68.44832,152.6479,GIRL
19416,69.10624,132.7292,GIRL
19417,68.52832,132.1379,GIRL
19418,68.08132,123.9994,Boy
19419,68.86629,136.1652,GIRL
19420,66.3787,127.2431,GIRL
19421,67.76213,150.8899,GIRL
19422,65.99674,147.9077,GIRL
19423,65.81136,126.1608,GIRL
19424,67.40505,131.4322,GIRL
19425,66.83229,123.1594,GIRL
19426,68.63507,124.9311,Boy
19427,62.97683,96.29756,Boy
19428,71.24168,132.8696,Boy
19429,67.47631,130.3214,GIRL
19430,68.62495,130.4401,GIRL
19431,68.42664,122.2238,Boy
19432,65.46691,120.4029,GIRL
19433,68.25073,125.9581,Boy
19434,67.4445,119.4108,Boy
19435,67.1342,126.346,GIRL
19436,68.13306,134.1461,GIRL
19437,65.54906,141.2074,GIRL
19438,71.2458,147.3819,GIRL
19439,69.55894,150.7427,GIRL
19440,67.5101,121.0396,Boy
19441,67.63941,122.4085,Boy
19442,64.82273,112.1695,Boy
19443,69.22052,132.0336,GIRL
19444,69.92432,144.2027,GIRL
19445,66.98924,150.2762,GIRL
19446,68.56214,132.0495,GIRL
19447,66.77559,127.3659,GIRL
19448,68.73691,129.7617,GIRL
19449,66.91012,122.4668,Boy
19450,67.17807,126.9057,GIRL
19451,69.93152,142.0998,GIRL
19452,69.08901,139.7904,GIRL
19453,70.19955,130.4641,Boy
19454,68.66485,120.245,Boy
19455,67.02561,131.4908,GIRL
19456,64.99279,125.5052,GIRL
19457,69.62365,146.1419,GIRL
19458,68.24774,136.1765,GIRL
19459,66.21311,113.8111,Boy
19460,65.83904,132.5109,GIRL
19461,63.6379,123.548,GIRL
19462,70.60624,131.5629,Boy
19463,68.13407,146.0477,GIRL
19464,69.39546,136.2664,GIRL
19465,68.94134,118.7888,Boy
19466,67.38692,130.1127,GIRL
19467,64.89061,111.4397,Boy
19468,69.9709,145.0628,GIRL
19469,68.5498,143.3518,GIRL
19470,69.27563,137.7491,GIRL
19471,70.71056,161.4436,GIRL
19472,66.4149,112.9923,Boy
19473,62.50167,91.57279,Boy
19474,68.42081,128.0469,Boy
19475,71.7836,127.215,Boy
19476,66.29355,121.9691,GIRL
19477,66.41854,126.7928,GIRL
19478,67.77764,145.8554,GIRL
19479,67.57821,100.8997,Boy
19480,67.89491,114.1335,Boy
19481,68.64534,116.5296,Boy
19482,69.35841,134.6133,GIRL
19483,68.6794,140.9111,GIRL
19484,69.63578,107.6423,Boy
19485,69.1889,141.0582,GIRL
19486,68.96742,145.8354,GIRL
19487,68.61172,139.6006,GIRL
19488,67.52548,120.6988,Boy
19489,66.15107,105.9052,Boy
19490,68.68094,135.0912,GIRL
19491,66.80899,103.3739,Boy
19492,68.9321,127.5417,Boy
19493,67.76799,139.2827,GIRL
19494,66.53111,125.715,GIRL
19495,68.00506,134.7767,GIRL
19496,67.04487,116.2412,Boy
19497,70.32864,115.7384,Boy
19498,70.16821,137.7695,GIRL
19499,68.70678,132.4533,GIRL
19500,65.97472,118.204,Boy
19501,69.80446,106.9538,Boy
19502,66.69743,126.3104,GIRL
19503,67.64179,116.9737,Boy
19504,66.80381,131.6848,GIRL
19505,72.77441,143.1369,Boy
19506,69.28426,140.4357,GIRL
19507,66.80098,114.5898,Boy
19508,69.41988,144.3342,GIRL
19509,66.9729,131.5274,GIRL
19510,68.03946,143.2374,GIRL
19511,69.00818,123.1109,Boy
19512,69.2158,148.4322,GIRL
19513,69.63119,130.0823,Boy
19514,70.09088,145.9827,GIRL
19515,66.70823,124.4015,GIRL
19516,66.09049,121.7826,GIRL
19517,67.75741,126.407,GIRL
19518,65.67362,133.5732,GIRL
19519,67.23266,132.217,GIRL
19520,69.99684,144.2222,GIRL
19521,67.57739,132.6973,GIRL
19522,65.54885,120.8402,GIRL
19523,69.4322,121.8002,Boy
19524,66.99743,133.9659,GIRL
19525,67.06971,130.6626,GIRL
19526,64.51039,109.5663,Boy
19527,71.90727,129.9342,Boy
19528,66.98211,119.479,Boy
19529,68.8868,136.5011,GIRL
19530,67.69444,130.4561,GIRL
19531,70.7424,140.6748,GIRL
19532,69.54554,145.2172,GIRL
19533,69.14821,135.2195,GIRL
19534,66.50703,108.6434,Boy
19535,70.29309,127.0521,Boy
19536,67.9355,133.4828,GIRL
19537,68.21364,133.9939,GIRL
19538,68.5144,128.0894,Boy
19539,65.42839,111.4876,Boy
19540,67.86424,128.8723,GIRL
19541,63.71868,96.00666,Boy
19542,70.61081,123.8097,Boy
19543,68.90318,123.7874,Boy
19544,70.13475,128.6143,Boy
19545,71.46053,152.5282,GIRL
19546,70.03539,120.0435,Boy
19547,68.1379,137.3988,GIRL
19548,63.85703,125.0479,GIRL
19549,67.30965,124.9212,GIRL
19550,68.90615,139.2283,GIRL
19551,71.64804,125.3181,Boy
19552,68.88111,134.4917,GIRL
19553,69.51423,134.5854,GIRL
19554,68.18086,121.5733,Boy
19555,65.69997,110.1231,Boy
19556,68.40463,126.7027,Boy
19557,71.07505,140.2282,GIRL
19558,69.27603,126.8514,Boy
19559,68.23265,121.7072,Boy
19560,68.58259,117.5669,Boy
19561,67.36844,127.4011,GIRL
19562,68.28441,122.825,Boy
19563,69.07799,130.0466,Boy
19564,67.21276,126.4072,GIRL
19565,64.98716,104.79,Boy
19566,66.9179,127.2505,GIRL
19567,67.12818,130.2357,GIRL
19568,66.10688,107.0003,Boy
19569,68.57638,125.1795,Boy
19570,63.93057,112.976,GIRL
19571,69.76564,139.6668,GIRL
19572,68.41106,151.9062,GIRL
19573,66.36876,122.2946,GIRL
19574,70.47793,129.8903,Boy
19575,65.4282,121.4682,GIRL
19576,66.03012,135.4752,GIRL
19577,68.0989,130.5315,GIRL
19578,68.65857,146.6697,GIRL
19579,72.01458,129.7612,Boy
19580,68.50725,123.4456,Boy
19581,69.22753,125.3293,Boy
19582,70.19938,140.7101,GIRL
19583,67.04063,124.0582,GIRL
19584,66.98144,121.0401,Boy
19585,68.71907,120.0657,Boy
19586,69.72849,144.2993,GIRL
19587,69.09655,123.9771,Boy
19588,69.7738,114.8563,Boy
19589,67.75308,130.351,GIRL
19590,67.08285,122.5291,Boy
19591,71.31542,136.2466,Boy
19592,70.79423,139.6064,GIRL
19593,68.65088,120.791,Boy
19594,70.36812,127.8744,Boy
19595,68.9855,117.1791,Boy
19596,67.35987,120.6422,Boy
19597,70.4786,146.8413,GIRL
19598,69.13282,134.3117,GIRL
19599,69.53122,125.177,Boy
19600,67.98617,118.3697,Boy
19601,67.61576,135.516,GIRL
19602,69.78926,147.2761,GIRL
19603,66.81312,130.7799,GIRL
19604,68.68595,134.9254,GIRL
19605,68.05575,116.4879,Boy
19606,67.0537,115.5655,Boy
19607,63.55754,127.6591,GIRL
19608,68.02524,131.1121,GIRL
19609,71.55392,137.254,Boy
19610,67.92525,109.364,Boy
19611,68.30782,137.5401,GIRL
19612,69.51542,152.0741,GIRL
19613,67.29902,120.4122,Boy
19614,68.95044,125.9445,Boy
19615,66.93895,113.2025,Boy
19616,68.33849,111.7251,Boy
19617,66.99193,117.526,Boy
19618,64.8404,122.1497,GIRL
19619,67.83682,109.6392,Boy
19620,69.02802,119.1542,Boy
19621,69.41642,112.3215,Boy
19622,72.88867,144.9415,Boy
19623,66.61994,120.0592,Boy
19624,68.41957,132.3673,GIRL
19625,67.05694,129.4949,GIRL
19626,64.48443,128.3386,GIRL
19627,70.56403,128.5002,Boy
19628,67.67847,127.6393,GIRL
19629,68.38258,132.7334,GIRL
19630,68.18807,128.7375,GIRL
19631,67.85684,142.625,GIRL
19632,71.13318,131.6605,Boy
19633,65.43111,121.7387,GIRL
19634,69.13164,113.8551,Boy
19635,68.69,137.9111,GIRL
19636,70.5797,131.3443,Boy
19637,68.82262,116.2803,Boy
19638,68.39201,111.0592,Boy
19639,68.73134,136.7499,GIRL
19640,63.96774,105.3882,Boy
19641,67.70227,137.468,GIRL
19642,65.38377,110.8341,Boy
19643,66.86451,132.972,GIRL
19644,67.14211,119.5467,Boy
19645,64.23474,137.3847,GIRL
19646,66.66678,106.7181,Boy
19647,68.51504,119.8735,Boy
19648,65.93028,115.4797,Boy
19649,67.37382,118.0422,Boy
19650,70.25357,125.9146,Boy
19651,70.0309,136.5168,GIRL
19652,66.34973,123.1756,GIRL
19653,69.95254,126.0075,Boy
19654,67.47996,129.589,GIRL
19655,68.7086,121.1474,Boy
19656,67.00906,134.2455,GIRL
19657,67.72585,106.4953,Boy
19658,71.29286,141.0486,GIRL
19659,68.51699,122.1062,Boy
19660,66.62695,126.9819,GIRL
19661,67.94829,126.8774,GIRL
19662,66.89987,102.8782,Boy
19663,67.42931,133.088,GIRL
19664,68.2914,129.8764,GIRL
19665,65.99699,100.402,Boy
19666,70.19978,129.7827,Boy
19667,67.57201,131.9072,GIRL
19668,63.39936,106.8881,Boy
19669,69.54182,136.1776,GIRL
19670,66.19251,128.8525,GIRL
19671,65.75415,111.5965,Boy
19672,67.57701,130.5393,GIRL
19673,65.91428,121.6722,GIRL
19674,67.43806,132.718,GIRL
19675,65.96746,127.1559,GIRL
19676,67.37888,114.5618,Boy
19677,67.09216,107.9098,Boy
19678,68.09938,128.7844,GIRL
19679,68.59888,116.9653,Boy
19680,64.6891,100.6123,Boy
19681,67.80635,119.7824,Boy
19682,68.11201,145.058,GIRL
19683,69.98685,114.9373,Boy
19684,66.68902,114.2804,Boy
19685,69.52482,135.5855,GIRL
19686,65.66648,129.1953,GIRL
19687,69.21321,122.4687,Boy
19688,70.13351,140.4419,GIRL
19689,62.90053,128.8516,GIRL
19690,69.52934,106.595,Boy
19691,69.16515,156.2241,GIRL
19692,64.9069,109.8341,Boy
19693,65.51072,115.8503,Boy
19694,67.2087,132.4732,GIRL
19695,68.02634,130.6405,GIRL
19696,68.8114,134.7657,GIRL
19697,71.76238,141.3491,Boy
19698,69.32284,126.9131,Boy
19699,68.35675,129.7181,GIRL
19700,67.63756,142.1868,GIRL
19701,66.06231,129.2107,GIRL
19702,70.56364,133.1328,Boy
19703,67.95176,129.1952,GIRL
19704,68.27422,122.074,Boy
19705,68.18009,132.0099,GIRL
19706,71.27518,138.9276,Boy
19707,65.61842,106.7735,Boy
19708,69.22954,123.4618,Boy
19709,66.69893,121.0699,Boy
19710,66.66889,111.8507,Boy
19711,70.84943,138.1842,GIRL
19712,70.96035,142.1775,GIRL
19713,68.33222,115.3974,Boy
19714,70.48522,145.0675,GIRL
19715,66.60999,111.5677,Boy
19716,69.34036,139.2212,GIRL
19717,69.4538,118.4412,Boy
19718,68.68119,115.3372,Boy
19719,66.77448,116.9586,Boy
19720,67.07195,117.4971,Boy
19721,68.99913,125.8425,Boy
19722,66.34261,137.5813,GIRL
19723,70.08887,133.1303,Boy
19724,69.33453,122.7998,Boy
19725,65.27707,113.6954,Boy
19726,70.02681,143.2139,GIRL
19727,68.94689,132.8988,GIRL
19728,66.65913,122.1781,GIRL
19729,66.79488,109.0563,Boy
19730,67.90679,111.664,Boy
19731,67.10869,122.2714,Boy
19732,70.27947,136.6405,GIRL
19733,64.55087,124.048,GIRL
19734,71.15681,141.6004,GIRL
19735,68.5655,123.6268,Boy
19736,65.48782,127.7492,GIRL
19737,67.74423,125.1475,Boy
19738,66.83599,136.7083,GIRL
19739,67.95903,115.2646,Boy
19740,66.72479,110.7445,Boy
19741,70.98626,143.4517,GIRL
19742,66.92733,126.7084,GIRL
19743,67.5508,129.1005,GIRL
19744,65.12646,113.8691,Boy
19745,69.52241,112.2243,Boy
19746,67.01183,119.4125,Boy
19747,68.04173,118.3399,Boy
19748,68.01268,132.8762,GIRL
19749,62.53035,118.2221,GIRL
19750,70.50733,125.0036,Boy
19751,62.05222,120.4365,GIRL
19752,65.71906,133.3052,GIRL
19753,67.78391,127.5209,GIRL
19754,67.33371,125.0801,GIRL
19755,67.91253,132.1946,GIRL
19756,67.30735,132.4663,GIRL
19757,69.08878,123.8895,Boy
19758,65.76843,114.4506,Boy
19759,71.64487,135.5309,Boy
19760,66.25808,113.4446,Boy
19761,64.36476,116.8191,GIRL
19762,68.6548,142.4832,GIRL
19763,68.95971,144.5926,GIRL
19764,70.20612,138.5105,GIRL
19765,70.57061,147.3327,GIRL
19766,69.44979,123.2579,Boy
19767,70.52781,133.765,Boy
19768,66.10873,117.6254,Boy
19769,69.08755,133.9543,GIRL
19770,66.78469,134.3005,GIRL
19771,71.75464,156.2319,GIRL
19772,69.13771,134.5773,GIRL
19773,66.37631,135.2777,GIRL
19774,69.74647,122.6657,Boy
19775,68.98829,130.2543,Boy
19776,68.13136,149.3854,GIRL
19777,66.75278,137.7469,GIRL
19778,69.8914,129.1302,Boy
19779,67.96866,138.8191,GIRL
19780,67.21946,131.7829,GIRL
19781,68.80103,130.3331,GIRL
19782,68.8093,124.482,Boy
19783,68.65306,127.3968,Boy
19784,67.87452,130.8625,GIRL
19785,68.70597,122.373,Boy
19786,67.1432,123.2538,Boy
19787,69.18709,126.7873,Boy
19788,70.99521,133.4597,Boy
19789,67.95264,132.5607,GIRL
19790,68.91363,119.3353,Boy
19791,69.8465,140.0139,GIRL
19792,66.93742,135.168,GIRL
19793,70.11408,124.4536,Boy
19794,67.60622,114.6471,Boy
19795,66.39876,122.4132,GIRL
19796,69.57104,133.4373,GIRL
19797,70.09709,123.9662,Boy
19798,67.25205,129.9541,GIRL
19799,71.43798,155.874,GIRL
19800,69.21724,123.3436,Boy
19801,67.56125,127.1117,GIRL
19802,67.90888,128.6947,GIRL
19803,69.3568,121.2005,Boy
19804,67.50241,135.2608,GIRL
19805,68.60586,132.9409,GIRL
19806,68.2366,129.2684,GIRL
19807,68.56842,122.7771,Boy
19808,69.21836,125.1624,Boy
19809,67.53883,126.2731,GIRL
19810,70.67327,147.01,GIRL
19811,64.2879,112.1385,Boy
19812,68.46678,124.5944,Boy
19813,66.73882,131.1966,GIRL
19814,70.55971,129.4913,Boy
19815,67.84481,137.5206,GIRL
19816,67.01079,114.7508,Boy
19817,65.99934,133.4685,GIRL
19818,68.58547,146.8673,GIRL
19819,68.81542,125.8746,Boy
19820,67.93911,120.2009,Boy
19821,68.93217,118.3246,Boy
19822,69.23922,143.7294,GIRL
19823,67.79848,115.8199,Boy
19824,68.65821,125.5767,Boy
19825,71.49199,161.906,GIRL
19826,65.53287,111.1526,Boy
19827,71.32373,137.6824,Boy
19828,69.91417,140.2723,GIRL
19829,66.6972,121.9527,Boy
19830,70.85386,154.6366,GIRL
19831,70.49105,124.3354,Boy
19832,66.27006,138.3716,GIRL
19833,68.42409,116.2243,Boy
19834,68.50301,111.7963,Boy
19835,68.49217,124.5766,Boy
19836,68.09457,134.955,GIRL
19837,66.31346,136.7885,GIRL
19838,68.98854,129.8207,Boy
19839,67.05772,126.8982,GIRL
19840,73.192,135.5029,Boy
19841,67.57593,114.2885,Boy
19842,66.45283,116.0452,Boy
19843,66.91061,140.4039,GIRL
19844,69.70103,156.9321,GIRL
19845,68.56368,122.4036,Boy
19846,68.88525,121.0687,Boy
19847,71.81982,113.7783,Boy
19848,68.90203,140.996,GIRL
19849,67.3832,121.1426,Boy
19850,66.76526,113.7805,Boy
19851,67.09286,109.4495,Boy
19852,66.22802,120.2049,Boy
19853,68.25939,123.1291,Boy
19854,69.60131,135.8837,GIRL
19855,64.74935,89.95606,Boy
19856,69.34369,126.1819,Boy
19857,69.9412,139.8169,GIRL
19858,68.28392,115.4109,Boy
19859,69.34393,140.1904,GIRL
19860,66.55206,125.5455,GIRL
19861,66.75602,118.3912,Boy
19862,66.35767,111.1497,Boy
19863,66.73085,119.8054,Boy
19864,65.89961,122.6803,GIRL
19865,67.4191,143.7547,GIRL
19866,68.24369,131.5036,GIRL
19867,66.7219,103.6644,Boy
19868,70.74214,130.2358,Boy
19869,67.20501,126.207,GIRL
19870,70.21431,132.2408,Boy
19871,64.26213,119.1471,GIRL
19872,67.14367,97.69037,Boy
19873,68.72736,124.143,Boy
19874,68.55679,102.8629,Boy
19875,66.29825,126.6865,GIRL
19876,68.72175,133.4487,GIRL
19877,69.87889,139.1403,GIRL
19878,65.49782,133.31,GIRL
19879,68.17108,110.079,Boy
19880,66.70977,119.4087,Boy
19881,65.56874,125.6166,GIRL
19882,69.49271,132.6257,GIRL
19883,69.51683,141.4084,GIRL
19884,66.7906,143.8571,GIRL
19885,70.21997,121.1117,Boy
19886,70.24793,129.4589,Boy
19887,67.80678,141.4006,GIRL
19888,70.97413,128.1364,Boy
19889,69.75903,155.8943,GIRL
19890,69.15573,139.2332,GIRL
19891,68.27188,140.4572,GIRL
19892,67.52736,120.8998,Boy
19893,68.11677,131.2058,GIRL
19894,65.96669,134.5409,GIRL
19895,68.82825,125.8735,Boy
19896,67.64802,128.2415,GIRL
19897,66.56822,129.7301,GIRL
19898,67.92216,108.3181,Boy
19899,70.16196,114.9037,Boy
19900,66.40088,126.6422,GIRL
19901,67.98154,135.6363,GIRL
19902,64.99081,116.9649,GIRL
19903,71.5318,142.0447,GIRL
19904,63.2937,119.9139,GIRL
