id,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,target
43020,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0,1,1,6,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,2,2,0,0,1,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,1,0,0,0,0,0,Class_6
43021,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Class_6
43022,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,2,0,4,0,4,0,3,0,1,0,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,5,1,1,1,0,0,8,1,0,0,0,0,1,7,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Class_6
43023,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,1,0,4,0,2,0,1,0,6,0,2,0,2,1,0,2,1,0,0,8,1,0,0,2,1,1,2,0,1,0,0,0,0,0,1,0,0,0,2,0,0,4,1,0,10,0,0,0,0,0,0,7,0,0,1,0,2,0,0,0,1,4,1,0,1,1,1,0,0,0,0,1,0,2,0,0,1,0,Class_6
43024,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,20,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Class_6
43025,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,2,1,0,5,0,0,5,0,0,0,0,1,0,4,4,2,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,2,1,0,0,0,Class_6
43026,0,0,22,4,0,0,0,2,0,0,6,1,0,0,0,3,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,22,0,0,1,0,0,0,0,18,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_6
43027,0,0,7,3,0,0,0,0,0,0,9,1,0,0,0,3,0,1,0,0,2,2,1,2,1,1,4,2,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,3,0,8,0,0,0,0,0,1,0,11,0,0,0,0,0,1,3,1,0,0,0,1,1,1,0,0,0,0,0,2,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,Class_6
43028,0,1,4,2,0,0,0,1,0,0,12,0,0,0,0,1,0,2,0,0,0,1,0,0,0,4,4,4,0,0,2,1,0,1,1,0,0,4,0,0,0,0,1,2,0,0,0,0,2,0,0,1,2,13,1,0,1,0,1,1,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,2,0,0,0,0,0,0,1,0,0,2,0,Class_6
43029,0,1,16,1,0,0,0,0,0,2,10,0,1,0,0,4,0,1,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,14,0,0,0,1,0,0,0,22,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,1,0,0,0,0,Class_6
43030,0,9,0,3,0,0,0,1,0,0,7,0,0,0,0,0,2,7,1,3,1,1,0,5,0,4,0,0,0,2,0,0,0,0,16,1,0,1,0,0,0,3,0,1,0,0,0,4,9,1,0,0,0,1,0,0,2,4,0,11,1,1,0,6,0,3,5,1,2,1,0,0,0,0,0,4,0,0,0,4,1,3,2,0,0,0,0,0,0,7,0,0,1,Class_6
43031,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,12,0,1,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Class_6
43032,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,5,2,1,0,0,0,0,0,0,2,1,0,0,0,0,1,10,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_6
43033,0,0,14,4,0,0,0,0,0,1,11,0,1,0,0,5,0,0,1,1,1,1,0,2,0,0,2,3,0,0,2,0,1,1,3,1,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,1,1,11,1,0,0,0,0,1,0,0,1,1,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,10,0,4,0,0,0,0,0,1,1,0,0,0,0,Class_6
43034,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,Class_6
43035,0,1,6,8,0,0,0,0,1,0,17,0,0,0,0,4,0,0,1,0,2,3,0,2,0,2,123,0,1,2,0,0,1,0,2,0,0,0,0,1,1,1,0,1,0,11,0,0,2,0,0,0,0,8,0,1,1,0,0,1,7,1,0,0,1,3,1,0,0,0,0,1,1,2,1,2,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,Class_6
43036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0,0,6,0,0,10,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,5,0,0,0,2,1,1,0,2,2,0,Class_6
43037,0,1,6,1,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,Class_6
43038,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,1,0,2,0,2,4,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,2,3,Class_6
43039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,5,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,Class_6
43040,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_6
43041,0,0,16,3,0,0,0,0,0,1,12,0,1,1,0,1,0,0,0,0,1,2,0,0,0,1,4,2,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,3,0,8,0,0,1,0,0,0,0,18,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,Class_6
43042,0,0,1,1,0,0,0,2,0,0,0,0,2,3,0,1,0,1,0,0,0,2,0,2,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,2,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,Class_6
43043,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_6
43044,0,0,3,12,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,1,0,5,0,11,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,Class_6
43045,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,3,0,0,1,0,0,0,2,0,1,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,4,Class_6
43046,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,1,2,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,16,0,2,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Class_6
43047,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,4,2,3,0,0,0,0,0,0,5,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,1,2,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,Class_6
43048,0,3,12,4,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,11,2,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,5,0,2,0,0,1,0,0,11,1,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,2,0,2,1,0,Class_6
43049,1,1,1,2,0,0,0,0,0,0,8,0,0,0,0,4,0,1,0,1,0,1,0,2,0,2,2,0,0,0,0,2,0,0,9,0,1,4,0,0,1,8,1,10,0,3,0,0,9,0,0,0,0,7,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,Class_6
43050,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,7,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Class_6
43051,0,2,5,5,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,8,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,3,0,0,0,1,Class_6
43052,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_6
43053,0,1,7,3,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,Class_6
43054,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,2,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,22,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Class_6
43055,6,0,2,1,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,3,0,7,5,11,1,1,0,0,0,0,0,9,0,0,0,2,1,4,0,0,0,12,0,6,0,0,0,2,0,2,0,0,0,4,1,1,0,0,4,0,0,3,1,5,1,0,12,0,0,7,0,0,1,0,2,0,0,0,0,3,0,0,2,0,0,4,20,0,0,0,0,0,50,Class_6
43056,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,9,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_6
43057,6,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,8,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Class_6
43058,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_6
43059,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,14,0,0,0,3,0,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,Class_6
43060,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,3,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,3,0,4,0,0,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,3,2,0,2,1,0,0,1,2,1,0,0,11,1,0,0,0,0,1,0,1,0,0,0,0,0,0,Class_6
43061,0,1,1,0,0,0,0,0,0,0,7,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,5,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,Class_6
43062,0,0,11,4,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,7,5,0,2,0,4,2,1,0,0,0,2,1,2,1,0,0,0,0,0,0,1,4,2,0,6,0,0,3,0,0,1,1,14,1,2,0,1,0,1,3,1,0,1,1,2,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,Class_6
43063,0,1,5,35,1,0,0,0,0,1,8,0,1,1,1,3,0,1,1,2,3,6,0,5,0,8,5,10,0,0,2,0,0,1,8,0,0,2,0,1,3,0,1,2,0,7,1,1,3,0,1,1,0,10,0,1,0,3,0,2,2,2,0,1,0,0,1,0,0,1,1,0,0,1,0,3,0,0,0,15,0,4,1,0,0,0,0,1,2,0,0,2,0,Class_6
43064,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Class_6
43065,0,1,16,7,0,0,0,1,1,0,10,0,0,0,0,8,0,1,0,0,1,4,0,0,0,5,5,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,0,0,7,0,0,2,0,0,0,0,19,0,0,0,0,0,1,3,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,1,0,0,0,Class_6
43066,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,14,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,3,5,0,3,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,Class_6
43067,0,1,3,1,0,0,0,0,0,1,10,1,2,0,0,5,0,1,1,0,3,1,0,0,0,2,22,2,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,10,0,1,0,0,0,1,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,Class_6
43068,0,1,3,1,0,0,0,0,1,0,7,0,1,1,0,9,0,4,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,4,0,0,0,0,16,0,0,1,0,0,0,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,1,0,Class_6
43069,0,2,0,3,0,0,0,0,0,0,11,0,0,0,0,3,0,1,0,0,1,1,1,2,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,2,1,3,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,10,0,0,0,0,0,1,0,0,2,0,0,0,0,Class_6
43070,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,17,0,2,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Class_6
43071,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_6
43072,0,0,2,2,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,Class_6
43073,0,2,7,23,0,0,0,0,0,0,9,0,1,0,0,3,0,3,0,0,2,0,0,3,0,6,3,2,0,1,0,2,0,0,5,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_6
43074,0,1,4,4,1,0,0,0,1,0,8,0,1,2,1,6,0,1,0,0,0,1,0,3,0,13,8,1,0,0,0,2,0,0,2,1,0,0,0,0,0,4,0,1,0,8,0,1,0,0,0,0,0,10,1,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,13,0,3,0,0,0,0,1,0,0,0,2,1,0,Class_6
43075,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,Class_6
43076,0,0,2,0,0,0,0,2,0,0,7,0,1,2,0,12,1,1,0,0,0,5,0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,8,0,1,0,3,7,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,1,0,Class_6
43077,0,0,5,5,0,0,1,0,0,1,8,0,1,0,0,3,0,0,0,0,0,5,0,1,0,2,1,4,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,2,0,6,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,Class_6
43078,0,0,14,1,0,0,0,0,5,0,13,0,0,0,0,3,0,1,0,0,6,4,0,0,0,1,6,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,2,0,5,0,0,1,0,0,1,0,21,5,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,2,0,0,0,0,Class_6
43079,0,1,12,4,0,0,0,0,0,0,9,0,1,0,0,4,0,1,0,0,1,1,0,0,0,1,8,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,4,0,5,0,0,6,0,0,0,0,16,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,8,0,1,0,0,0,0,2,0,2,0,0,1,0,Class_6
43080,0,1,1,4,0,0,0,1,0,0,9,1,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,3,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,5,1,0,0,3,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,Class_6
43081,0,0,7,2,0,0,0,0,0,0,10,0,2,0,0,3,0,0,0,0,0,7,0,0,0,3,4,3,0,0,0,2,1,0,3,0,0,4,0,0,0,5,0,0,0,4,0,0,0,1,0,0,0,13,1,0,1,0,0,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,Class_6
43082,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Class_6
43083,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,2,0,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,0,3,3,0,1,0,0,12,0,1,0,0,2,1,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_6
43084,0,0,0,0,0,0,0,1,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,11,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Class_6
43085,0,0,1,1,0,0,0,10,0,0,1,0,1,0,0,1,11,0,1,0,1,4,0,6,0,4,0,0,2,0,0,4,1,1,1,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,1,3,1,0,1,0,0,18,0,3,0,1,0,3,10,0,1,0,0,1,0,1,0,0,1,0,5,3,1,0,1,0,0,0,0,0,3,0,1,1,0,Class_6
43086,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,Class_6
43087,0,0,9,2,0,0,0,0,0,0,5,0,3,0,0,4,0,0,1,0,2,1,0,0,0,1,12,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,4,2,0,8,0,0,1,0,0,2,0,14,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,7,0,3,0,0,0,0,0,0,2,0,0,0,0,Class_6
43088,0,0,0,1,0,0,0,0,0,0,2,8,0,0,0,2,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,7,1,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_6
